"frame" "survey" "transect" "y" "file" "timestamp" "time" "altitude" "depth" "heading" "lat" "lon" "pitch" "roll" "surge" "brightness" "exposure" "gain" "gamma" "shutter" "white_bu" "white_rv" "alt"
"478" 3 5 4 0 "frame001535_0.jpg" 1321620039.82831 "2011111812:40:39.828" 2.02032 28.6782 49.0711 6505.4028 2245.5455 -0.615234 -1.92261 1.433 0 0.926819 25.9161 1 0.0105028 90 80 2
"479" 4 5 4 1 "frame001540_0.jpg" 1321620042.36812 "2011111812:40:42.368" 2.02726 28.6217 48.6316 6505.4039 2245.5426 -0.532837 -2.04346 1.459 0 0.681824 25.9161 1 0.0105028 90 80 2
"480" 5 5 4 0 "frame001691_0.jpg" 1321620112.31823 "2011111812:41:52.318" 2.22008 30.5494 48.6322 6505.4397 2245.4443 -3.59802 -3.15857 1.475 0 0.491882 25.9161 1 0.0105028 90 80 2.2
"481" 6 5 4 0 "frame001709_0.jpg" 1321620120.3383 "2011111812:42:00.338" 2.16687 30.7437 48.6104 6505.4441 2245.4323 -1.50513 -3.32886 1.483 0 0.533997 25.9161 1 0.0105028 90 80 2.2
"482" 7 5 4 1 "frame001717_0.jpg" 1321620124.15834 "2011111812:42:04.158" 2.11753 30.778 47.9787 6505.4461 2245.4271 -0.944824 -3.57605 1.46 0 0.574951 25.9161 1 0.0105028 90 80 2.1
"483" 8 5 4 3 "frame001742_0.jpg" 1321620135.57834 "2011111812:42:15.578" 2.05162 30.6154 49.3191 6505.452 2245.4106 -2.15881 -3.54858 1.439 0 0.589966 25.9161 1 0.0105028 90 80 2.1
"484" 9 5 4 1 "frame001752_0.jpg" 1321620140.26825 "2011111812:42:20.268" 1.97903 30.5837 47.9788 6505.4544 2245.4042 -2.43896 -2.59277 1.436 0 0.727966 25.9161 1 0.0105028 90 80 2
"485" 10 5 4 5 "frame001756_0.jpg" 1321620142.35821 "2011111812:42:22.358" 1.93687 30.5836 48.616 6505.4552 2245.4019 1.79626 -0.472412 1.439 0 0.653442 25.9161 1 0.0105028 90 80 1.9
"486" 11 5 4 8 "frame001773_0.jpg" 1321620149.97842 "2011111812:42:29.978" 1.89601 30.1662 47.7537 6505.4593 2245.3905 0.549316 -4.13086 1.451 0 0.772583 25.9161 1 0.0105028 90 80 1.9
"487" 12 5 4 3 "frame001778_0.jpg" 1321620152.11953 "2011111812:42:32.119" 1.88878 30.0616 48.4623 6505.4604 2245.3876 0.384521 -3.4552 1.446 0 0.776978 25.9161 1 0.0105028 90 80 1.9
"488" 13 5 4 1 "frame001783_0.jpg" 1321620154.65823 "2011111812:42:34.658" 1.87926 29.9064 47.8032 6505.4618 2245.3839 0.626221 -2.51587 1.488 0 0.727966 25.9161 1 0.0105028 90 80 1.9
"489" 14 5 4 3 "frame001796_0.jpg" 1321620160.57823 "2011111812:42:40.578" 1.86073 29.6164 47.7318 6505.4648 2245.3755 1.57104 -3.79578 1.501 0 0.781372 25.9161 1 0.0105028 90 80 1.9
"490" 15 5 4 4 "frame001805_0.jpg" 1321620164.79829 "2011111812:42:44.798" 1.8347 29.3679 48.8964 6505.467 2245.3695 0.906372 -2.38403 1.451 0 0.828674 25.9161 1 0.0105028 90 80 1.8
"491" 16 5 4 6 "frame001809_0.jpg" 1321620166.4882 "2011111812:42:46.488" 1.85186 29.2821 47.633 6505.4679 2245.3671 1.32935 -3.26843 1.448 0 0.862122 25.9161 1 0.0105028 90 80 1.9
"492" 17 5 4 1 "frame001818_0.jpg" 1321620170.76836 "2011111812:42:50.768" 1.8788 29.0069 48.8305 6505.4701 2245.3611 0.0878906 -1.86218 1.472 0 0.807373 25.9161 1 0.0105028 90 80 1.9
"493" 18 5 4 3 "frame001824_0.jpg" 1321620173.69839 "2011111812:42:53.698" 1.91723 28.88 48.5119 6505.4716 2245.3569 0.324097 -2.27417 1.584 0 0.832886 25.9161 1 0.0105028 90 80 1.9
"494" 19 5 4 3 "frame001865_0.jpg" 1321620192.33905 "2011111812:43:12.339" 1.94486 28.0777 48.1441 6505.4813 2245.3305 0.362549 -2.2467 1.452 0 0.677124 25.9161 1 0.0105028 90 80 1.9
"495" 20 5 4 2 "frame001879_0.jpg" 1321620199.10162 "2011111812:43:19.101" 1.93679 27.8037 49.0615 6505.4848 2245.321 0.368042 -2.07642 1.483 0 0.709656 25.9161 1 0.0105028 90 80 1.9
"496" 21 5 4 5 "frame001881_0.jpg" 1321620199.93827 "2011111812:43:19.938" 1.92825 27.766 48.3254 6505.4852 2245.3198 0.126343 -3.31238 1.469 0 0.700439 25.9161 1 0.0105028 90 80 1.9
"497" 22 5 4 6 "frame001887_0.jpg" 1321620202.89829 "2011111812:43:22.898" 1.91017 27.6246 48.8583 6505.4868 2245.3156 0.00549316 -3.66394 1.469 0 0.709656 25.9161 1 0.0105028 90 80 1.9
"498" 23 5 4 4 "frame001902_0.jpg" 1321620209.70839 "2011111812:43:29.708" 1.9351 27.2813 48.71 6505.4903 2245.3061 -0.521851 -2.98828 1.483 0 0.768188 25.9161 1 0.0105028 90 80 1.9
"499" 24 5 4 1 "frame001611_0.jpg" 1321620074.97815 "2011111812:41:14.978" 2.22026 29.3782 48.7747 6505.4206 2245.4967 -1.92261 -0.137329 1.462 0 0.442932 25.9161 1 0.0105028 90 80 2.2
"500" 25 5 4 4 "frame001848_0.jpg" 1321620184.74837 "2011111812:43:04.748" 1.92477 28.3964 48.0451 6505.4773 2245.3412 0.00549316 -2.69714 1.479 0 0.677124 25.9161 1 0.0105028 90 80 1.9
